index,risky,grade_A,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,term_ 36 months,term_ 60 months,home_ownership_ANY,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,prediction
101602,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
64129,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
58702,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
3180,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
49290,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
7599,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
80122,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2158,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
76629,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
97958,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
87524,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
58208,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
86090,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
54412,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
105942,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
48173,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
58147,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
2489,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
14418,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
57332,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
42104,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
91420,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
105620,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
70294,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
83811,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
92440,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
17484,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
58250,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
49609,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
55982,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
88446,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
77906,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
35998,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
6757,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
46616,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
104540,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
95824,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
58422,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
102167,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
30797,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
1941,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
721,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
95081,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
107829,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
103971,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
43133,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
107396,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
74151,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
1782,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
35652,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
46132,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
98524,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
28517,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
59929,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
32828,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
82522,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
76429,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
57662,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
91621,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
73679,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
91774,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
61859,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
54596,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
100687,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
73759,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
2560,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
41026,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
89153,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
86363,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
45024,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
3492,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
86223,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
66902,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
10274,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
42330,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
78847,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
76846,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
85545,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
25053,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
76069,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
33140,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2837,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
99545,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
21250,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
88019,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
47390,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
96587,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
67810,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
19164,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
60854,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
28562,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
92929,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
90406,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
102052,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
45801,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
91055,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
34248,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
92775,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
30055,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
105862,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
71028,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
15789,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
102972,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
29231,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
77906,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
6630,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
94792,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
900,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
92809,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
80965,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
107671,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
91359,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
28903,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
25850,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
30868,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
99492,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
61299,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
53490,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
49693,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
69980,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
30427,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
47772,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
35039,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
41974,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
41983,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
106879,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
85395,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
95090,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
103928,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
73384,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
44253,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
105510,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
106879,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
88662,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
71841,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
5845,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
97039,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
78849,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
97453,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
39074,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
50058,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
29733,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
49022,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
5350,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
79425,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
76735,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
13054,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
92653,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
101914,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
93929,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
71686,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
67948,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
78172,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
83841,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
16262,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
52132,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
99545,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
99127,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
98887,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
88378,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
64709,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
103992,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
62830,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
33430,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
66298,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
41346,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
37639,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
42590,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
45622,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
52522,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
64699,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
47390,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
5845,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
93834,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
80479,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
9709,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
80407,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
73384,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
70261,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
28517,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
88973,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
55765,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
49863,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
41091,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
69071,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
58271,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
70447,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
76303,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
105496,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
49082,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
104853,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
85581,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
47114,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
72143,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
42330,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
76663,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
100431,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
79632,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
66460,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
74235,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
76395,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
26649,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3342,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
11450,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
87006,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
65364,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
67467,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
87846,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
92838,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
23104,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
104655,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
22526,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
44480,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
93114,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
102146,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
60222,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
79425,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
106274,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
70942,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
94567,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
27006,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
65767,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
24980,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
36476,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
73258,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
83747,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
15026,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
94958,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
68603,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
80361,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
75750,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
64996,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
73762,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
90258,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
104055,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
83747,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
93031,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
51599,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
6757,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
58523,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
49799,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
99103,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
94253,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
17343,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
65566,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
90927,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
102436,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
43515,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
35425,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
51570,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
84139,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
94726,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
61159,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
54530,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
93928,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
91200,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
45072,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
96410,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
96594,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
38680,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
6677,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
23163,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
87535,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
101737,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
100765,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
31285,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
89792,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
23229,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
92619,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
820,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
76481,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
91621,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
90850,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2370,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
71864,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
43048,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
70794,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
47710,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
99614,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
89125,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
107790,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
30785,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
54850,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
94655,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
94726,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
97098,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
102832,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
86921,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
30651,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
83096,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
91878,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
37983,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
83789,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
38283,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
101529,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
30234,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
42596,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
57681,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
106729,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
59374,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
94039,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
17825,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
51091,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
64983,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
31108,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
89654,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
77904,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
55753,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
78519,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
101770,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
1150,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
28054,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
71974,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
71077,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
73923,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
90000,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
72083,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
50918,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
44994,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
35030,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
32654,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
50685,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
36872,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
59916,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
54117,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
47745,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
60547,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
13132,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
104175,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
55765,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
70534,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
61932,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
90578,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
83894,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
43057,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
79820,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
102921,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
38882,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
58647,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
67246,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
57117,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
86739,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
55383,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
84009,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
55250,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
55753,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
96214,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
34261,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
8691,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
42452,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
75597,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
84067,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2141,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
87312,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
64405,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
87303,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
67384,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
64679,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
85872,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
60035,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
89568,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
51158,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
6757,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
16278,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
79505,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
64674,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
35480,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
60526,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
66480,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
56922,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
61203,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
92996,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
103385,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
60267,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
39887,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
60524,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
79632,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
81460,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
39006,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
79185,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
12143,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
55735,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
55489,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
39628,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1698,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
14235,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
35534,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
31465,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
92446,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
104997,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
89053,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
20921,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3797,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
10502,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
78549,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
88295,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
100977,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
42470,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
64114,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
56227,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
69220,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
44735,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
21341,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
38008,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
44431,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
8911,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
64475,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
79434,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
79263,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
71723,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
68804,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
72835,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
103129,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
57724,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
31890,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
39327,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
69167,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
66663,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
11829,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
19548,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
61667,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
