index,risky,grade_A,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,term_ 36 months,term_ 60 months,home_ownership_ANY,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,prediction
93181,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
43401,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
100776,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
21098,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
66676,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
83747,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
69641,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
22078,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1
50085,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
35940,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
90576,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
73052,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
73194,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
21937,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
83892,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
60640,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
105147,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
3180,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
26436,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
70235,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
46914,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
91397,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
31250,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
84537,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
56609,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
40779,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
101914,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
101150,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
29449,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
50472,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
93179,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
45808,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
565,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
107013,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
89445,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
88987,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
34781,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
31207,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
105354,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
17906,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
87957,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
104740,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
78947,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
8165,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
103129,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
80966,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
53382,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
94380,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
8835,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
51018,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
89222,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
103528,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
46589,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
29154,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
102534,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
103745,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
94842,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
29364,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
44006,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
81831,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
47995,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
95681,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
20549,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
81802,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
60810,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
56607,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
84663,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
48467,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
104532,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
96477,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
83483,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
63295,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
25709,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
34764,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
97270,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
92250,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
107717,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
53448,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
101878,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
87631,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
73752,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
95938,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
81601,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
100672,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
78344,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
106864,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
95790,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
74151,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
105176,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
22268,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
24980,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
70235,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
95335,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
70542,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
35141,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
70993,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
31285,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
92583,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
83924,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
93946,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
71576,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1558,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
97806,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
97129,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
101530,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
95199,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
104504,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
86902,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
55315,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
57746,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
77617,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
105768,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
42849,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
25424,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
42613,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
65183,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
91044,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
83747,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
107809,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
86288,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
104215,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
104070,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
75726,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
62330,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
95044,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
63352,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
66663,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
72632,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
70024,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
5736,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
61476,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
65351,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
80747,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
95205,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
62830,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
46895,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
58985,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
91072,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
29234,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
100476,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
58753,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
56866,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
98184,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
17876,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
91878,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
74606,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
50058,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
96736,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
91878,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
68704,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
105386,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
55578,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
36868,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
56123,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
49786,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
46511,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
105532,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
87734,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
100985,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
88111,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
81801,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
66285,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
24912,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
97953,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
105820,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
95406,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
57351,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
106034,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
87303,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
63073,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
36476,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
50953,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
85195,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
82146,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2489,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
26563,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
10973,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
71562,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
72827,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
103979,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
59683,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
55735,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
77403,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
17906,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
25424,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
100636,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
29733,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
47870,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
92996,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
11883,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
46624,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
47996,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
39423,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
71063,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
86481,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
100979,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
3180,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
96084,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
57349,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
26035,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
103883,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
105889,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
9369,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
51935,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
95011,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
88479,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
80890,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
104650,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
83190,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
28517,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
70170,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
25119,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
93221,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
33659,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
81621,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
95821,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
54014,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
96420,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
96491,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
95443,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
17461,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
56616,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
51577,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
90348,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
77226,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
44459,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
96899,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
95227,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
64038,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
105315,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
30702,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
98473,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
102413,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
101113,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
46476,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
38655,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
90590,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
65566,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
47173,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
92838,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
47551,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
29179,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
70302,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
33430,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
72991,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
62575,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
99591,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
95126,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
85868,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
6119,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
103883,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
26755,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
63632,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
45448,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
30708,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
43852,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
63759,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
86433,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
75804,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
10197,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
51766,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
74302,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
56609,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
83127,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
82305,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6526,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
47996,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
42283,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
99146,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
35777,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
74606,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
93331,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
57205,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
19612,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
79246,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
31130,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
29514,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
47278,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
63073,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
4948,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
285,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
79631,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
100332,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
57917,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
51774,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
91898,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
106027,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
72313,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
66575,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
93414,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
16714,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
57470,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
95884,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
99127,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
88662,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
103979,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
44895,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
91600,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
55131,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
74770,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
107806,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
67223,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4109,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
32702,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
60198,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
21383,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
14520,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
73925,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
55610,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
47855,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
64696,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
102476,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
19309,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
22821,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
22835,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
27694,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
86288,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
38290,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
51158,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
45814,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
26930,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
76425,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
36872,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
11713,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
61718,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
92159,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
1003,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
35702,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
99327,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
5845,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
99890,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
64649,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
71030,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
24912,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
15136,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
68413,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
9237,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
44785,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
17797,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
49250,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
27500,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
99111,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
62665,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
29172,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
92732,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
15471,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
80122,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
100476,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
52071,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
44197,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
73724,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
65544,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
100442,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
52132,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
38019,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
95212,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
61723,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
10484,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
40135,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
38251,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
95055,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
95011,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
95704,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
